Id,Precinct,Violation,2007,2008,2009,2010,2011,2012,2013,2014,Max
595,6,DOING BUS WITH OTHER NAME,0,0,0,0,0,0,2,0,24
596,6,IMPROPER PLATES,7,0,0,0,0,0,0,0,65
597,6,"KNIFE, ANY IN PUBLIC VIEW",8,7,8,13,11,11,11,5,342
598,6,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,23,3,5,0,2,1,1,0,35
599,6,FAIL TO COMPLY WITH ORDER,3,0,1,0,1,0,0,1,13
600,6,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,20,28,4,114,683,304,456,325,683
601,6,UNINSURED VEHICLES FOR HIRE,2,0,3,4,5,1,2,1,164
602,6,OTHER PARK REGULATIONS,39,41,18,3,10,5,6,2,536
603,6,ACCEPT ON HAIL,136,114,69,141,148,24,73,15,694
604,6,OTHER TRANSIT REGULATIONS,3,0,4,3,0,2,0,0,145
605,6,UNDERAGE DRINKING,23,48,22,62,62,25,50,35,484
606,6,NO TRIP SHEET,16,0,0,0,1,0,1,1,177
607,6,POSSESSION OF KNIFE,2,1,5,2,0,4,2,6,67
608,6,REVOKED REGISTRATION,0,0,2,0,1,0,0,0,139
609,6,UNAUTHORIZED POSTING,1,3,0,1,0,0,3,0,133
610,6,INVALID PROOF OF INSURANCE,0,0,0,0,1,0,0,0,32
611,6,NO SECURITY GUARD LICENSE,12,11,13,6,14,10,55,2,66
612,6,NOISE (DEVICE),80,57,20,17,5,7,4,0,376
613,6,OTHER TAXI LIMOUSINE COMMISSION,59,16,6,12,33,16,23,6,279
614,6,SALE OF ALCOHOL TO A MINOR,2,4,1,1,3,3,1,5,69
615,6,SOUND REPRODUCTION DEVICE-NO PERMIT,0,1,7,1,2,0,1,2,51
616,6,VEHICLE IN PARK,4,2,0,0,0,0,1,0,623
617,6,HARASSMENT 2,10,7,5,8,4,2,4,2,53
618,6,NOISE (HORN/ALARM),10,7,5,2,3,10,12,4,121
619,6,DISORDERLY PERSON IN PARK,9,9,4,0,0,1,0,0,104
620,6,DOG: UNLEASHED,0,0,1,0,2,1,0,0,345
621,6,FAILURE TO SURRENDER LICENSE OR REGISTRATION,1,0,0,0,0,0,0,0,54
622,6,OBSTRUCTED VIEW OF PREMISE,0,0,0,0,0,0,1,0,56
623,6,OTHER ALCOHOL BEVERAGE CONTROL LAWS,20,34,35,10,12,7,37,23,293
624,6,"UNAUTHORIZED SIGNS (TAXI, CAR SERVICE)",2,3,0,2,0,1,0,1,87
625,6,UNLICENSED SALE OF ALCOHOL,3,6,14,19,14,7,13,23,100
626,6,CONSUMPTION OF ALCOHOL IN VEHICLE,0,0,0,0,0,0,1,1,10
627,6,BICYCLE ON SIDEWALK,11,0,2,23,196,345,262,44,2730
628,6,OTHER BUSINESS LAW,3,52,16,0,0,0,0,0,80
629,6,UNLAWFULLY POSTING ADVERTISEMENTS,0,0,2,0,0,0,0,0,45
630,6,BOX CUTTER,1,1,3,1,0,0,0,3,55
631,6,LITTERNG,1,1,0,0,0,0,0,0,28
632,6,OTHER NAVIGATION LAW,0,0,0,0,0,1,0,0,67
633,6,SEX IN PARK,10,0,4,2,0,0,0,0,42
634,6,VENDING: NO TAX STAMP,1,5,2,2,0,0,4,0,317
635,6,FIREWORKS,0,0,0,0,1,0,0,0,72
636,6,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,0,0,0,0,0,0,1,0,13
637,6,UNLICENSED VEHICLE FOR HIRE,21,13,10,40,8,5,7,7,705
638,6,ILLEGAL BOTTLE CLUB,0,0,0,0,0,0,3,2,106
639,6,LOITERING (SEXUAL CONDUCT),1,0,4,2,0,0,0,0,6
640,6,POSSESSION OF MACE,0,0,0,0,1,0,3,6,12
641,6,VENDING ON PARKING METER,0,2,3,4,19,2,18,0,274
642,6,UNLICENSED CABARET,6,5,4,1,1,3,4,4,98
643,6,URINATE/DEFICATE IN PARK,5,6,3,0,0,0,1,0,88
644,6,BICYCLE (OTHER),0,0,1,1,0,0,0,2,29
645,6,NO PREGNANCY WARNING SIGN,4,2,10,2,7,0,2,0,31
646,6,JAYWALKING,7,0,0,4,2,2,1,5,324
647,6,RED LIGHT (DISOBEY),1,0,0,0,1,0,0,1,548
648,6,VENDOR: (OTHER),0,0,21,12,18,5,34,15,1608
649,6,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,0,0,7,20,14,8,33,14,263
650,6,INSURANCE STAMP EXPIRED,1,1,10,13,9,1,1,0,44
651,6,NO BUSINESS CERTIFICATE,2,0,1,0,0,1,12,0,89
652,6,KEY IN IGNITION,0,0,0,1,1,0,2,0,558
653,6,OTHER SANITARY CODE,0,0,0,0,0,1,0,0,27
654,6,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),0,0,0,0,1,0,0,0,6
655,6,AFTER HOURS CONSUMPTION,0,2,2,2,2,0,5,2,203
656,6,PANHANDLING,0,24,42,43,15,4,5,3,284
657,6,UNAUTHORIZED USE OF POLICE INSIGNIA,0,0,0,0,0,0,0,1,35
658,6,PICK-UP FARE IN BUS STOP,0,0,0,0,2,0,0,3,23
659,6,TAXI-NO METER,0,1,0,0,0,0,0,0,24
660,6,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,0,0,40,91,72,27,54,18,778
661,6,IMPROPER TURN,0,1,0,0,0,0,0,0,4
662,6,VENDOR: FAIL TO DISPLAY PERMIT,0,0,1,17,29,5,16,10,400
663,6,GRAFFITI,0,1,0,0,0,0,0,0,20
664,6,PICK UP HAIL IN BUS STOP,1,0,1,0,1,0,0,6,271
665,6,SMOKING IN TRAIN STATION,2,0,0,0,0,0,0,0,74
666,6,VENDOR: FAIL TO DISPLAY PRICES,0,0,0,11,13,0,1,0,416
667,6,OTHER ENVIRONMENTAL CONSERVATION LAW,0,0,2,0,2,0,0,1,14
668,6,IDLING OF VEHICLE,0,0,1,0,1,0,1,0,216
669,6,CONSUMPTION OF ALCOHOL IN PARK,128,42,38,13,9,2,9,0,538
670,6,TOW TRUCK VIOLATIONS (OTHER),0,0,0,1,0,0,0,0,36
671,6,BIKE IN PARK,57,24,15,1,1,1,95,53,885
672,6,OTHER AGRICULTURE & MARKETS LAW,0,0,0,0,0,0,1,0,10
673,6,DISOBEY TRANSIT SIGN,0,0,1,0,0,0,0,0,16
674,6,NO SMOKING SIGNS NOT POSTED,0,0,1,0,0,0,0,0,162
675,6,SMOKING IN ELEVATOR,0,0,0,1,0,0,2,0,217
676,6,LOITERING (GAMBLING),0,1,0,0,0,0,0,0,473
677,6,UNSAFE LANE CHANGE,1,0,0,1,0,0,0,0,5
678,6,OPEN FIRE,5,2,4,0,0,1,10,1,33
679,6,LOITERING (SCHOOL),0,0,0,1,0,0,0,0,143
680,6,"FIREWORKS, POSSESS/USE",0,0,0,1,0,0,1,0,72
681,6,AGGRAVATED UNLICENSED OPERATOR,0,0,1,0,0,0,0,0,208
682,6,FAIL TO YIELD FOR EMERGENCY VEHICLE,0,0,0,0,0,0,0,1,5
683,6,PROMOTING EXPOSURE,3,0,0,0,0,1,0,0,7
684,6,DOG IN PARK,1,0,0,3,2,4,0,0,35
685,6,VENDOR: OVERSIZE TABLE,0,0,0,1,6,1,0,0,96
686,6,PICK UP FROM BUS STOP,0,0,0,0,0,0,0,5,158
687,6,CROSSWALK,7,1,0,0,1,0,0,0,11
688,6,BARE HAND CONTACT (FOOD),0,0,0,0,0,0,2,5,50
689,6,OPEN HYDRANT,0,0,0,0,0,1,0,0,12
690,6,FAILURE TO YIELD AT INTERSECTION,0,0,0,0,1,0,0,0,4
691,6,BICYCLE NO SAFETY HELMET,0,0,0,0,0,0,1,1,15
692,6,WINDSHIELD WASHERS,1,0,0,0,1,0,0,0,11
693,6,SPEEDING,1,0,0,0,0,0,0,0,14
694,6,LOITERING (BEGGING),1,0,4,0,1,0,0,0,5
695,6,LOITERING (UNCLASSIFIED),0,0,4,0,0,0,0,0,14
696,6,UNAUTHORIZED COLOR (TAXI YELLOW),0,0,0,1,1,0,0,0,11
697,6,POLICE RADIO OR EQUIPMENT,0,0,0,0,0,0,2,0,5
699,7,CONSUMPTION OF ALCOHOL,1189,1406,1641,1412,1734,1400,1215,1144,6323
700,7,CRUISING PROHIBITED - MEDALLION,0,1,0,0,1,3,1,4,184
701,7,DEFECTIVE BREAKLIGHT,2,3,0,5,0,0,0,0,59
702,7,DEFECTIVE HEADLIGHT,16,19,0,1,2,0,0,0,31
703,7,DISORDERLY CONDUCT,395,379,558,492,500,422,375,321,6537
704,7,INADEQUATE MOTOR VEHICLE EQUIPMENT,28,40,1,1,1,0,0,0,335
705,7,PARKING A VEHICLE EXCEEDING 12 INCHES FROM CURB,1,0,0,0,0,2,0,0,61
706,7,EXPOSURE OF PERSON,3,2,2,3,0,13,20,11,200
707,7,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,52,433,35,165,329,417,20,143,3695
708,7,LITTERING,42,32,53,34,33,42,61,42,1253
709,7,"MARIJUANA, POSSESSION OF",79,73,67,44,39,161,263,91,1020
710,7,NO CERTIFICATE OF AUTHORITY,1,0,3,5,2,0,3,0,530
711,7,NO CHAUFFEURS LICENSE (CLASS E),45,7,2,3,18,7,4,8,285
712,7,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,17,31,1,16,21,22,4,8,375
713,7,NO TAX STAMP,83,116,56,31,87,7,4,9,437
714,7,OTHER ADMINISTRATIVE CODE,117,56,66,143,231,109,136,107,2214
715,7,OTHER HEALTH CODE,24,16,2,1,1,4,1,3,905
716,7,OTHER NYS TRANSPORTATION,297,186,0,5,78,35,4,62,1420
717,7,OTHER TAX LAW,0,0,2,1,0,0,1,0,130
718,7,OTHER TRAFFIC REGULATIONS,19,40,0,4,18,13,0,2,773
719,7,OTHER VEHICLE TRAFFIC LAW,18,36,117,22,28,53,13,36,541
720,7,OVERWEIGHT (VEHICLE),4,1,0,0,0,0,0,0,38
721,7,PAVEMENT MARKING (DISOBEY),0,0,0,0,0,0,0,1,84
722,7,RECKLESS DRIVING,104,63,27,36,36,45,75,72,862
723,7,TRESPASS,46,82,44,26,49,60,73,35,1068
724,7,UNINSPECTED VEHICLE,2,6,1,1,1,1,0,0,25
725,7,UNINSURED VEHICLE,6,9,3,1,6,4,1,0,163
726,7,UNREGISTERED VEHICLE,51,17,5,6,9,15,1,0,268
727,7,URINATING IN PUBLIC,307,458,422,316,592,603,563,556,3477
728,7,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,5,5,27,2,2,0,0,0,337
729,7,VENDOR: UNLICENSED,2,5,71,13,5,4,8,3,638
730,7,INDETERMINABLE,224,4,1,10,7,5,9,19,1503
731,7,DEFECTIVE REFLECTOR,4,4,0,0,0,0,0,0,16
732,7,FAILURE TO COMPLY WITH SIGN,182,218,243,121,46,133,185,237,3756
733,7,HIGHWAY USE TAX (NEW YORK STATE),10,20,1,2,1,2,1,2,91
734,7,NOISE (UNREASONABLE),28,71,59,13,113,40,59,54,2681
735,7,OTHER PENAL LAW,1,1,0,1,0,0,5,8,288
736,7,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),59,28,33,31,78,31,57,23,1061
737,7,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,34,46,42,33,45,8,23,14,305
738,7,SPITTING IN PUBLIC,18,17,26,16,15,14,10,12,337
739,7,UNLICENSED OPERATOR,7,2,2,3,5,3,4,1,41
740,7,BICYCLE INFRACTION (COMMERCIAL),6,1,0,0,3,1,5,2,3180
741,7,DOING BUS WITH OTHER NAME,0,0,0,5,11,2,3,1,24
742,7,IMPROPER PLATES,6,2,0,0,0,0,0,0,65
743,7,"KNIFE, ANY IN PUBLIC VIEW",16,12,14,13,9,17,6,6,342
744,7,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,5,0,2,1,3,0,0,1,35
745,7,FAIL TO COMPLY WITH ORDER,0,0,0,0,0,0,1,0,13
746,7,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,86,38,0,18,20,41,36,26,683
747,7,UNINSURED VEHICLES FOR HIRE,2,4,44,31,15,4,3,2,164
748,7,OTHER PARK REGULATIONS,33,9,9,7,15,8,25,17,536
749,7,ACCEPT ON HAIL,0,0,1,4,55,29,7,5,694
750,7,IMPROPER REGISTRATION,0,0,0,0,1,0,0,0,2
751,7,OTHER TRANSIT REGULATIONS,0,2,0,0,1,0,0,0,145
752,7,UNDERAGE DRINKING,24,17,16,36,29,19,16,23,484
753,7,NO TRIP SHEET,0,0,0,0,3,0,0,0,177
754,7,POSSESSION OF KNIFE,7,6,6,3,1,1,1,0,67
755,7,REVOKED REGISTRATION,2,36,40,13,2,0,4,0,139
756,7,UNAUTHORIZED POSTING,36,19,17,7,8,15,19,9,133
757,7,NO SECURITY GUARD LICENSE,17,5,4,8,10,0,0,1,66
758,7,NOISE (DEVICE),10,3,0,19,9,4,1,1,376
759,7,OTHER TAXI LIMOUSINE COMMISSION,0,0,1,0,1,0,0,13,279
760,7,SALE OF ALCOHOL TO A MINOR,2,0,0,13,18,1,2,0,69
761,7,VEHICLE IN PARK,0,0,0,0,0,0,0,1,623
762,7,HARASSMENT 2,5,2,2,2,0,2,1,3,53
763,7,NOISE (HORN/ALARM),0,16,12,3,4,5,2,5,121
764,7,DISORDERLY PERSON IN PARK,1,1,2,0,0,0,0,0,104
765,7,DOG: UNLEASHED,68,74,64,75,61,59,79,36,345
766,7,DOG: UNLICENSED,11,27,24,25,13,18,21,2,272
767,7,OBSTRUCTED VIEW OF PREMISE,0,0,0,0,0,0,0,2,56
768,7,OTHER ALCOHOL BEVERAGE CONTROL LAWS,14,5,9,13,49,17,23,78,293
769,7,"UNAUTHORIZED SIGNS (TAXI, CAR SERVICE)",3,0,0,0,0,3,0,0,87
770,7,UNLICENSED SALE OF ALCOHOL,4,3,0,2,6,3,1,3,100
771,7,CONSUMPTION OF ALCOHOL IN VEHICLE,0,0,0,1,0,0,0,1,10
772,7,BICYCLE ON SIDEWALK,408,384,472,479,172,180,221,20,2730
773,7,OTHER BUSINESS LAW,2,1,0,0,0,0,0,0,80
774,7,UNLAWFULLY POSTING ADVERTISEMENTS,2,6,9,4,5,0,5,10,45
775,7,BOX CUTTER,2,4,3,2,0,3,1,0,55
776,7,LITTERNG,3,5,2,1,1,0,3,0,28
777,7,OTHER NAVIGATION LAW,0,0,0,0,0,0,0,2,67
778,7,SEX IN PARK,5,0,0,0,0,0,0,0,42
779,7,VENDING: NO TAX STAMP,35,1,13,6,3,0,0,1,317
780,7,FIREWORKS,0,1,2,6,0,1,1,0,72
781,7,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,0,1,0,0,0,0,0,0,13
782,7,FOOD PROTECTION/STORAGE/TRANSPORTATION,0,7,0,1,19,15,0,0,31
783,7,UNLICENSED VEHICLE FOR HIRE,66,21,17,7,9,11,2,3,705
784,7,ILLEGAL BOTTLE CLUB,0,2,0,0,0,0,3,4,106
785,7,LOITERING (SEXUAL CONDUCT),0,0,1,0,0,0,0,0,6
786,7,POSSESSION OF MACE,2,1,2,0,1,1,1,3,12
787,7,VENDING ON PARKING METER,2,1,1,1,0,3,1,1,274
788,7,UNLICENSED CABARET,4,7,8,8,5,1,2,0,98
789,7,URINATE/DEFICATE IN PARK,0,0,0,0,0,0,1,0,88
790,7,BICYCLE (OTHER),0,0,0,0,0,0,1,0,29
791,7,NO PREGNANCY WARNING SIGN,0,1,0,1,2,3,0,9,31
792,7,JAYWALKING,1,8,1,4,0,1,0,5,324
793,7,RED LIGHT (DISOBEY),0,0,0,0,0,0,1,0,548
794,7,VENDOR: (OTHER),0,0,1,6,8,3,2,0,1608
795,7,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,0,5,233,263,100,48,76,87,263
796,7,INSURANCE STAMP EXPIRED,41,2,0,0,4,6,0,0,44
797,7,NO BUSINESS CERTIFICATE,0,0,0,6,4,0,1,0,89
798,7,KEY IN IGNITION,0,0,0,0,1,0,0,0,558
799,7,OTHER SANITARY CODE,0,0,0,0,1,0,0,1,27
800,7,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),1,0,1,0,1,1,2,1,6
801,7,AFTER HOURS CONSUMPTION,0,0,0,0,3,0,1,1,203
802,7,PANHANDLING,2,1,0,0,0,1,2,4,284
803,7,UNATTENDED VEHICLE (ENGINE RUNNING),0,0,1,1,0,0,0,0,24
804,7,PICK-UP FARE IN BUS STOP,0,0,0,1,0,0,0,0,23
805,7,ONE WAY STREET,1,1,0,1,1,1,1,1,634
806,7,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,0,0,1,7,22,6,6,1,778
807,7,DOG: FAILURE TO REMOVE CANINE WASTE,9,8,7,9,9,9,10,7,73
808,7,"IMITATION PISTOL/AIR RIFLE, POSSESSION OF",0,0,0,1,3,0,1,1,16
809,7,DOG: NO VACCINATION,0,0,4,19,1,0,0,0,250
810,7,VENDOR: FAIL TO DISPLAY PERMIT,0,0,0,3,13,4,11,2,400
811,7,GRAFFITI,1,0,0,0,0,0,0,0,20
812,7,PICK UP HAIL IN BUS STOP,0,0,0,0,2,5,1,0,271
813,7,LOITERING (MASKED/DISGUISE),0,0,4,2,0,0,0,0,13
814,7,"SCHOOL BUS, PASSING STOPPED",1,0,0,0,0,0,0,0,3
815,7,OTHER ENVIRONMENTAL CONSERVATION LAW,0,0,1,0,4,1,0,3,14
816,7,IDLING OF VEHICLE,1,38,10,4,11,0,1,0,216
817,7,CONSUMPTION OF ALCOHOL IN PARK,11,6,4,1,9,4,3,4,538
818,7,WRONG WAY,0,0,0,0,0,1,0,0,3
819,7,BIKE IN PARK,0,0,0,0,0,0,0,1,885
820,7,NO SMOKING SIGNS NOT POSTED,62,44,60,1,0,0,0,0,162
821,7,SMOKING IN ELEVATOR,21,20,30,17,19,8,2,2,217
822,7,UNAUTHORIZED RADIO,0,0,1,0,0,0,0,0,71
823,7,LOITERING (GAMBLING),6,12,1,4,12,0,1,0,473
824,7,NO MEDALLION,2,0,0,0,1,4,0,0,7
825,7,OPEN FIRE,0,0,1,2,2,3,1,0,33
826,7,LOITERING (SCHOOL),0,31,9,14,8,7,1,0,143
827,7,"FIREWORKS, POSSESS/USE",5,1,1,0,1,1,0,2,72
828,7,FIRE WITHOUT PERMIT,3,0,0,1,0,3,1,1,73
829,7,AGGRAVATED UNLICENSED OPERATOR,2,1,0,0,0,0,0,0,208
830,7,PROMOTING EXPOSURE,0,0,1,0,0,0,0,0,7
831,7,DOG IN PARK,0,1,0,0,0,0,0,0,35
832,7,VENDOR: OVERSIZE TABLE,0,0,0,0,1,0,0,0,96
833,7,PICK UP FROM BUS STOP,0,0,0,0,0,0,0,1,158
834,7,BARE HAND CONTACT (FOOD),0,0,0,0,0,0,2,0,50
835,7,NON PAYMENT OF FARE (BUS),0,0,0,0,0,4,0,0,468
836,7,OPEN HYDRANT,6,0,0,0,1,1,0,1,12
837,7,FAILURE TO YIELD AT INTERSECTION,0,0,0,0,1,0,0,0,4
838,7,DUMPING,0,0,1,0,0,0,0,2,10
839,7,BICYCLE NO SAFETY HELMET,0,0,0,1,0,0,0,0,15
840,7,OFFENSIVE EXHIBITION,0,1,0,0,0,0,0,0,3
841,7,CRUISING,0,0,0,0,5,0,1,0,9
842,7,LOITERING (BEGGING),0,0,1,0,0,0,0,0,5
843,7,LOITERING (UNCLASSIFIED),1,2,1,0,0,0,0,0,14
844,7,UNAUTHORIZED COLOR (TAXI YELLOW),2,0,0,0,0,0,0,0,11
845,7,LOITERING (TRANSPORTATION FACILITY),0,0,0,0,1,0,0,0,6
846,7,UNAUTHORIZED TAXI FOR HIRE,0,0,0,0,0,0,1,1,27
847,7,OTHER MULTIPLE DWELLING,0,0,0,0,0,0,0,1,222
849,9,CONSUMPTION OF ALCOHOL,1435,2119,2170,1712,1648,1911,1481,1490,6323
850,9,CRUISING PROHIBITED - MEDALLION,2,2,4,1,2,3,0,6,184
851,9,DEFECTIVE BREAKLIGHT,3,2,5,1,0,0,0,1,59
852,9,DEFECTIVE HEADLIGHT,7,0,0,0,0,0,0,1,31
853,9,DISORDERLY CONDUCT,852,791,682,600,578,574,372,295,6537
854,9,INADEQUATE MOTOR VEHICLE EQUIPMENT,2,1,2,0,1,0,0,0,335
855,9,PARKING A VEHICLE EXCEEDING 12 INCHES FROM CURB,0,0,0,0,0,0,0,1,61
856,9,EXPOSURE OF PERSON,4,3,1,3,3,2,1,3,200
857,9,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,0,25,35,19,42,45,2,24,3695
858,9,LITTERING,35,34,55,23,10,34,38,33,1253
859,9,"MARIJUANA, POSSESSION OF",61,52,61,61,66,98,121,141,1020
860,9,NO CERTIFICATE OF AUTHORITY,95,64,17,6,5,1,0,0,530
861,9,NO CHAUFFEURS LICENSE (CLASS E),2,1,1,5,4,0,1,1,285
862,9,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,8,2,2,0,0,1,0,0,375
863,9,NO TAX STAMP,9,8,0,1,0,9,0,0,437
864,9,OBSTRUCTING TRAFFIC,2,0,0,0,1,0,1,3,117
865,9,OTHER ADMINISTRATIVE CODE,564,385,168,106,158,121,71,87,2214
866,9,OTHER HEALTH CODE,72,27,10,1,0,2,5,2,905
867,9,OTHER NYS TRANSPORTATION,49,11,4,1,2,6,14,3,1420
868,9,OTHER TAX LAW,9,1,1,2,0,1,0,0,130
869,9,OTHER TRAFFIC REGULATIONS,8,3,5,4,35,61,17,9,773
870,9,OTHER VEHICLE TRAFFIC LAW,37,10,19,3,9,18,3,6,541
871,9,PAVEMENT MARKING (DISOBEY),0,0,2,0,0,0,0,0,84
872,9,RECKLESS DRIVING,120,72,111,158,150,158,80,38,862
873,9,TRESPASS,146,120,104,94,48,92,44,47,1068
874,9,UNINSPECTED VEHICLE,1,1,0,0,0,0,0,0,25
875,9,UNINSURED VEHICLE,3,1,3,2,2,5,0,1,163
876,9,UNREGISTERED VEHICLE,9,2,2,8,3,1,0,0,268
877,9,URINATING IN PUBLIC,298,483,546,454,489,520,592,529,3477
878,9,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,71,76,7,24,7,6,8,1,337
879,9,VENDOR: UNLICENSED,21,36,17,62,13,4,16,4,638
880,9,INDETERMINABLE,54,1,5,5,0,3,5,0,1503
881,9,DEFECTIVE REFLECTOR,0,1,0,0,0,0,0,0,16
882,9,FAILURE TO COMPLY WITH SIGN,37,108,81,66,21,73,110,97,3756
883,9,NOISE (UNREASONABLE),24,31,20,12,11,12,10,9,2681
884,9,OTHER PENAL LAW,9,7,3,2,3,6,0,5,288
885,9,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),39,10,45,39,30,31,22,5,1061
886,9,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,30,64,31,31,33,25,27,8,305
887,9,SPITTING IN PUBLIC,13,15,16,8,6,11,13,9,337
888,9,UNLICENSED OPERATOR,2,1,1,2,1,2,0,0,41
889,9,BICYCLE INFRACTION (COMMERCIAL),1,1,0,1,8,1,3,0,3180
890,9,DOING BUS WITH OTHER NAME,1,0,0,0,0,0,0,0,24
891,9,IMPROPER PLATES,0,2,0,0,0,1,0,0,65
892,9,"KNIFE, ANY IN PUBLIC VIEW",11,13,15,16,8,15,9,7,342
893,9,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,12,0,1,2,0,2,2,0,35
894,9,FAIL TO COMPLY WITH ORDER,0,1,0,0,2,0,0,0,13
895,9,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,3,12,5,28,21,33,44,10,683
896,9,SAFETY BELT (ADULT),0,1,0,0,0,0,0,0,9
897,9,UNINSURED VEHICLES FOR HIRE,1,0,5,14,2,5,0,1,164
898,9,OTHER PARK REGULATIONS,61,69,58,87,31,30,20,18,536
899,9,ACCEPT ON HAIL,0,2,2,2,15,22,6,2,694
900,9,IMPROPER REGISTRATION,1,0,0,0,0,0,0,0,2
901,9,OTHER TRANSIT REGULATIONS,0,2,1,0,0,0,0,0,145
902,9,UNDERAGE DRINKING,7,5,21,24,12,14,8,9,484
903,9,NO TRIP SHEET,11,2,0,0,0,0,0,1,177
904,9,POSSESSION OF KNIFE,3,1,8,5,6,0,0,1,67
905,9,REVOKED REGISTRATION,1,0,2,5,5,2,0,0,139
906,9,UNAUTHORIZED POSTING,6,5,9,3,0,5,3,3,133
907,9,INVALID PROOF OF INSURANCE,0,0,0,0,1,0,0,1,32
908,9,NO SECURITY GUARD LICENSE,54,14,21,20,21,6,10,5,66
909,9,NOISE (DEVICE),8,3,16,3,2,3,1,0,376
910,9,OTHER TAXI LIMOUSINE COMMISSION,13,0,1,1,13,6,1,2,279
911,9,SALE OF ALCOHOL TO A MINOR,9,12,2,14,21,11,10,12,69
912,9,SOUND REPRODUCTION DEVICE-NO PERMIT,0,1,0,0,0,1,0,1,51
913,9,HARASSMENT 2,7,5,7,6,7,5,5,3,53
914,9,NOISE (HORN/ALARM),3,2,5,4,3,1,1,0,121
915,9,DISORDERLY PERSON IN PARK,8,8,4,0,0,3,0,0,104
916,9,DOG: UNLEASHED,77,93,107,64,57,92,42,41,345
917,9,DOG: UNLICENSED,10,34,30,29,27,50,29,8,272
918,9,FAILURE TO SURRENDER LICENSE OR REGISTRATION,2,0,0,0,0,0,0,0,54
919,9,OBSTRUCTED VIEW OF PREMISE,1,3,2,0,2,0,0,0,56
920,9,OTHER ALCOHOL BEVERAGE CONTROL LAWS,135,111,24,25,37,28,37,21,293
921,9,"UNAUTHORIZED SIGNS (TAXI, CAR SERVICE)",0,0,0,1,0,0,0,0,87
922,9,UNLICENSED SALE OF ALCOHOL,6,3,1,4,6,0,0,0,100
923,9,CONSUMPTION OF ALCOHOL IN VEHICLE,0,0,0,2,1,0,0,0,10
924,9,BICYCLE ON SIDEWALK,354,494,455,581,144,275,162,30,2730
925,9,FIRE HYDRANT,4,0,0,0,0,0,0,0,4
926,9,OTHER BUSINESS LAW,44,4,3,0,0,0,0,0,80
927,9,UNLAWFULLY POSTING ADVERTISEMENTS,6,8,5,7,3,9,11,12,45
928,9,BOX CUTTER,4,3,2,5,2,3,3,3,55
929,9,LITTERNG,2,1,2,2,0,0,0,0,28
930,9,VENDING: NO TAX STAMP,5,2,6,2,4,3,0,0,317
931,9,FIREWORKS,0,0,0,0,1,0,0,0,72
932,9,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,0,0,0,0,0,1,0,0,13
933,9,UNLICENSED VEHICLE FOR HIRE,2,0,6,8,9,10,4,1,705
934,9,ILLEGAL BOTTLE CLUB,2,0,0,0,0,0,0,0,106
935,9,LOITERING (SEXUAL CONDUCT),0,0,0,0,1,0,0,0,6
936,9,POSSESSION OF MACE,0,0,0,0,2,1,0,0,12
937,9,VENDING ON PARKING METER,21,39,21,7,2,4,7,0,274
938,9,UNLICENSED CABARET,15,4,0,0,1,0,0,0,98
939,9,URINATE/DEFICATE IN PARK,0,3,1,0,0,1,0,0,88
940,9,BICYCLE (OTHER),2,0,0,0,0,1,1,1,29
941,9,NO PREGNANCY WARNING SIGN,13,11,6,3,2,0,1,2,31
942,9,JAYWALKING,1,1,0,4,2,0,1,7,324
943,9,RED LIGHT (DISOBEY),2,2,0,0,1,1,0,0,548
944,9,VENDOR: (OTHER),0,0,2,7,17,4,4,3,1608
945,9,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,3,0,51,72,22,27,23,13,263
946,9,INSURANCE STAMP EXPIRED,0,0,0,1,0,1,0,0,44
947,9,NO BUSINESS CERTIFICATE,1,1,0,0,0,0,0,0,89
